Source,SourcePath,SourcePort,SourcePortKind,SourcePortIndex,Destination,DestinationPath,DestinationPort,DestinationPortKind,DestinationPortIndex,Origin
"Mux2","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Stationary reference frame/Mux2",0,outport,1,"vqs,vds","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Stationary reference frame/vqs,vds",-1,inport,1,pc
"Mux","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Mux",0,inport,2,"Synchronous reference frame","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame",-1,inport,1,pc
"Constant2","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Constant2",0,outport,1,"Synchronous reference frame","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame",-1,outport,1,pc
"Synchronous reference frame","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame",-1,outport,1,"Multiport
Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Multiport
Switch",-1,inport,4,pc
"Synchronous reference frame","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame",-1,outport,2,"Multiport
Switch1","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Multiport
Switch1",-1,inport,4,pc
"In1","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/In1",-1,outport,1,"vdr","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vdr",-1,inport,1,pc
"In1","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/In1",-1,outport,1,"vqs","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vqs",-1,inport,1,pc
"In1","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/In1",-1,outport,1,"vds","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vds",-1,inport,1,pc
"In1","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/In1",-1,outport,1,"vqr","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vqr",-1,inport,1,pc
"vqs","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vqs",0,outport,1,"Mux2","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/Mux2",-1,inport,1,pc
"vds","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vds",0,outport,1,"Mux2","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/Mux2",-1,inport,2,pc
"Mux2","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/Mux2",-1,outport,1,"vqs,vds","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vqs,vds",-1,inport,1,pc
"vqr","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vqr",0,outport,1,"Mux3","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/Mux3",-1,inport,1,pc
"vdr","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vdr",0,outport,1,"Mux3","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/Mux3",-1,inport,2,pc
"Mux3","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/Mux3",-1,outport,1,"vqr,vdr","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vqr,vdr",-1,inport,1,pc
"In1","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/In1",0,outport,1,"vdr","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vdr",-1,inport,1,pc
"vdr","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vdr",-1,outport,1,"Mux3","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/Mux3",-1,inport,2,pc
"In1","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/In1",0,outport,1,"vds","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vds",-1,inport,1,pc
"vds","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vds",-1,outport,1,"Mux2","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/Mux2",-1,inport,2,pc
"In1","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/In1",0,outport,1,"vqr","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vqr",-1,inport,1,pc
"vqr","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vqr",-1,outport,1,"Mux3","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/Mux3",-1,inport,1,pc
"In1","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/In1",0,outport,1,"vqs","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vqs",-1,inport,1,pc
"vqs","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vqs",-1,outport,1,"Mux2","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/Mux2",-1,inport,1,pc
"Mux3","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/Mux3",0,outport,1,"vqr,vdr","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vqr,vdr",-1,inport,1,pc
"Mux2","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/Mux2",0,outport,1,"vqs,vds","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Synchronous reference frame/vqs,vds",-1,inport,1,pc
"v","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/v",0,outport,1,"transit","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit",-1,inport,1,pc
"transit","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit",-1,outport,1,"1_Vb","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/1_Vb",-1,inport,1,pc
"vu","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit/vu",-1,outport,1,"Mux1","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit/Mux1",-1,inport,2,pc
"Constant6","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit/Constant6",-1,outport,1,"Mux1","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit/Mux1",-1,inport,1,pc
"Constant6","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit/Constant6",0,outport,1,"Mux1","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit/Mux1",-1,inport,1,pc
"vu","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit/vu",0,outport,1,"Mux1","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit/Mux1",-1,inport,2,pc
"Mux1","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit/Mux1",-1,outport,1,"Selector","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit/Selector",-1,inport,1,pc
"Mux1","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit/Mux1",0,outport,1,"Selector","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit/Selector",-1,inport,1,pc
"Selector","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit/Selector",-1,outport,1,"vr,vs","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit/vr,vs",-1,inport,1,pc
"Selector","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit/Selector",0,outport,1,"vr,vs","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/transit/vr,vs",-1,inport,1,pc
"Multiport
Switch1","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Multiport
Switch1",0,outport,1,"vqs,vds","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/vqs,vds",-1,inport,1,pc
"Multiport
Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/Multiport
Switch",0,outport,1,"vqr,vdr","untitled1/Asynchronous Machine
SI Units/Electrical model/abc to dq 
transformation/vqr,vdr",-1,inport,1,pc
"Demux","untitled1/Asynchronous Machine
SI Units/Electrical model/Demux",0,outport,1,"dq to abc
transformation","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation",-1,inport,1,pc
"Demux","untitled1/Asynchronous Machine
SI Units/Electrical model/Demux",1,outport,2,"dq to abc
transformation","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation",-1,inport,2,pc
"sin,cos","untitled1/Asynchronous Machine
SI Units/Electrical model/sin,cos",0,outport,1,"dq to abc
transformation","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation",-1,inport,3,pc
"dq to abc
transformation","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation",-1,outport,1,"Gain Vr_Vs1","untitled1/Asynchronous Machine
SI Units/Electrical model/Gain Vr_Vs1",-1,inport,1,pc
"dq to abc
transformation","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation",-1,outport,2,"Machine
Measurements","untitled1/Asynchronous Machine
SI Units/Electrical model/Machine
Measurements",-1,inport,1,pc
"iqs,ids","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/iqs,ids",-1,outport,1,"Mux","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Mux",-1,inport,2,pc
"iqr,idr","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/iqr,idr",-1,outport,1,"Mux","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Mux",-1,inport,1,pc
"sin,cos","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/sin,cos",-1,outport,1,"Mux","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Mux",-1,inport,3,pc
"Constant","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Constant",-1,outport,1,"Rotor reference frame","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Rotor reference frame",-1,outport,1,pc
"Constant1","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Constant1",-1,outport,1,"Stationary reference frame","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Stationary reference frame",-1,outport,1,pc
"Constant2","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Constant2",-1,outport,1,"Synchronous reference frame","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Synchronous reference frame",-1,outport,1,pc
"Constant3","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Constant3",-1,outport,1,"Multiport
Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Multiport
Switch",-1,inport,1,pc
"Constant4","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Constant4",-1,outport,1,"Multiport
Switch1","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Multiport
Switch1",-1,inport,1,pc
"Constant3","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Constant3",0,outport,1,"Multiport
Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Multiport
Switch",-1,inport,1,pc
"Rotor reference frame","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Rotor reference frame",0,outport,1,"Multiport
Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Multiport
Switch",-1,inport,2,pc
"Stationary reference frame","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Stationary reference frame",0,outport,1,"Multiport
Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Multiport
Switch",-1,inport,3,pc
"Synchronous reference frame","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Synchronous reference frame",0,outport,1,"Multiport
Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Multiport
Switch",-1,inport,4,pc
"Multiport
Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Multiport
Switch",-1,outport,1,"Sum2","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Sum2",-1,inport,1,pc
"Multiport
Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Multiport
Switch",-1,outport,1,"Mux1","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Mux1",-1,inport,1,pc
"Multiport
Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Multiport
Switch",-1,outport,1,"Mux2","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Mux2",-1,inport,1,pc
"Constant4","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Constant4",0,outport,1,"Multiport
Switch1","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Multiport
Switch1",-1,inport,1,pc
"Rotor reference frame","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Rotor reference frame",1,outport,2,"Multiport
Switch1","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Multiport
Switch1",-1,inport,2,pc
"Stationary reference frame","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Stationary reference frame",1,outport,2,"Multiport
Switch1","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Multiport
Switch1",-1,inport,3,pc
"Synchronous reference frame","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Synchronous reference frame",1,outport,2,"Multiport
Switch1","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Multiport
Switch1",-1,inport,4,pc
"Multiport
Switch1","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Multiport
Switch1",-1,outport,1,"Mux1","untitled1/Asynchronous Machine
SI Units/Electrical model/dq to abc
transformation/Mux1",-1,inport,2,pc
